Symbol,Citation,Gene Name,Identified by Phenotype,MaizeGDB Link,GenBank ID,Chromosome,Strand,B73 refgen2 Gene,Subgenome,Comments,Proofing Link,Local duplicates,Homeolog,Sorghum Ortholog,Setaria Ortholog,Rice Ortholog,Brachy Ortholog,Pan-grass panel Link,Gene Model IDed by MaizeSequence.org,UC-Berkeley vs. Maizesequence.org,Link to compare genes where our assignments differed,Analysis of disagreements between maizesequence.org and UC-Berkeley
gln2,9,glutamine synthetase2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=40408,X65927,chr1,-1,GRMZM2G024104,1,Good,http://genomevolution.org/r/25fm,,chr5:10029598-10908704,Sb01g010270,PAC:18193601,Os03g50490,Bradi1g11450,http://genomevolution.org/r/26fi,No Gene Identified by Maizesequence.org,NA,,
gln5,9,glutamine synthetase5,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=61726,X65929,chr4,-1,GRMZM2G036464,2,Good,http://genomevolution.org/r/25gy,,GRMZM5G872068,Sb04g028690,PAC:18171543,Os02g50240,Bradi3g59970,http://genomevolution.org/r/25gz,No Gene Identified by Maizesequence.org,NA,,
gln6,9,glutamine synthetase6,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=116219,X65926,chr1,-1,GRMZM2G050514,1,Good,http://genomevolution.org/r/25hw,,GRMZM5G887009,Sb01g042450,PAC:18195278,Os03g12290,Bradi1g69530,http://genomevolution.org/r/25hx,No Gene Identified by Maizesequence.org,NA,,
hsp18c,9,heat shock protein18c,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=66500,X54075,chr8,1,GRMZM2G034157,2,Upstream UTR missing,http://genomevolution.org/r/25gm,,too big a gap,too big a gap,too big a gap,too big a gap,Bradi2g05380,http://genomevolution.org/r/264s,No Gene Identified by Maizesequence.org,NA,,
im30p1,9,IM30 protein homolog1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=40659,T12745,chr3,-1,GRMZM2G017077,1,Can't proof,http://genomevolution.org/r/25ew,,GRMZM2G024607,Sb03g042550,PAC:18175954,Os01g67000,Bradi2g56880,http://genomevolution.org/r/26fd,No Gene Identified by Maizesequence.org,NA,,
ivr1,9,invertase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=86038,U16123,chr2,-1,GRMZM2G394450,1,Good,http://genomevolution.org/r/25xz,,chr10:132195085-133160604,Sb06g023760,PAC:18205389,Os04g45290,Bradi5g16900,http://genomevolution.org/r/26io,No Gene Identified by Maizesequence.org,NA,,
ole3,9,oleosin3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=65605,J05212,chr5,-1,AC206941.2_FG002,2,3' UTR split into separate gene model,http://genomevolution.org/r/25c0,,too big a gap,Sb01g011120,chr1:8025081-8911585,Os03g49190,Bradi1g11750,http://genomevolution.org/r/262m,No Gene Identified by Maizesequence.org,NA,,
rab15,9,responsive to abscisic acid15,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=69263,X12564,chr5,-1,GRMZM2G165901,2,Good,http://genomevolution.org/r/25ub,GRMZM2G166026,chr1:257760112-258744975,Sb01g012300,chr1:9250183-9757772,Os03g46770,Bradi1g12790,http://genomevolution.org/r/26i4,No Gene Identified by Maizesequence.org,NA,,
rgd1,9,ragged seedling1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12602,DQ832257,chr6,1,GRMZM2G020187,,Good,http://genomevolution.org/r/25fg,,no synteny,no synteny,no synteny,no synteny,no synteny,http://genomevolution.org/r/25fh,No Gene Identified by Maizesequence.org,NA,,
rs2,9,rough sheath2,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12617,AF143447,chr1,-1,GRMZM2G403620,1,Good,http://genomevolution.org/r/25y9,,no synteny,Sb08g018840,too big a gap,Os12g38400,Bradi4g03970,http://genomevolution.org/r/26ir,GRMZM2G403620,Identical Assignment,,
ssu2,9,ribulose bisphosphate carboxylase small subunit2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12661,Y09214,chr2,1,GRMZM2G113033,2,Good,http://genomevolution.org/r/25p2,,too big a gap,Sb05g003480,no synteny,no synteny,no synteny,http://genomevolution.org/r/25p3,No Gene Identified by Maizesequence.org,NA,,
tub1,9,beta tubulin1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=24942,X52878,chr1,1,GRMZM2G164696,1,Good,http://genomevolution.org/r/25u5,,chr9:154281695-155273289,Sb01g050310,chr1:54908633-55495596,Os03g01530,Bradi1g78210,http://genomevolution.org/r/26i2,No Gene Identified by Maizesequence.org,NA,,
ba1,8,barren stalk1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12066,AY753892,chr3,1,GRMZM2G397518,1,Good,http://genomevolution.org/r/25y1,,chr8:169643060-170325998,Sb03g038820,PAC:18178496,Os01g61480,Bradi2g54030,http://genomevolution.org/r/26ip,No Gene Identified by Maizesequence.org,NA,,
bde1,8,bearded-ear1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=41343,L46397,chr5,1,GRMZM2G160565,1,Good,http://genomevolution.org/r/25tr,,GRMZM2G003514,Sb04g031750,PAC:18173988,Os02g45770,Bradi3g51800,http://genomevolution.org/r/26hy,No Gene Identified by Maizesequence.org,NA,,
dof2,8,DNA binding with one finger2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=56915,X79934,chr2,-1,GRMZM2G009406,2,Good,http://genomevolution.org/r/25dm,,GRMZM2G089850,Sb02g027480,PAC:18180704,Os09g29960,Bradi4g33000,http://genomevolution.org/r/25dn,No Gene Identified by Maizesequence.org,NA,,
hm2,8,Helminthosporium carbonum susceptibility2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12328,AF041047,chr9,1,GRMZM2G086773,1,Good,http://genomevolution.org/r/25lo,,no synteny,Sb10g025770,PAC:18197365,Os06g44180,no synteny,http://genomevolution.org/r/25lp,No Gene Identified by Maizesequence.org,NA,,
incw1,8,cell wall invertase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=113958,U17695,chr5,1,GRMZM2G139300,1,Good,http://genomevolution.org/r/25rj,,no synteny,Sb04g021810,PAC:18170654,Os02g33110,Bradi3g44990,http://genomevolution.org/r/25rk,No Gene Identified by Maizesequence.org,NA,,
mop1,8,mediator of paramutation1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=133880,DQ417755,chr2,-1,GRMZM2G042443,1,Can't proof,http://genomevolution.org/r/25hi,GRMZM2G042532,too big a gap,Sb06g019330,PAC:18204806,Os04g39160,Bradi5g12760,http://genomevolution.org/r/26fr,GRMZM2G042443,Identical Assignment,,
plt1,8,phospholipid transfer protein homolog1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=65601,J04176,chr10,-1,GRMZM2G101958,1,Good,http://genomevolution.org/r/25nu,,no synteny,Sb08g002670,PAC:18201750,no synteny,too big a gap,http://genomevolution.org/r/2688,GRMZM2G101958,Identical Assignment,,
prh1,8,ser/thr protein phosphatase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=30112,M60215,chr4,1,GRMZM2G112240,2,Good,http://genomevolution.org/r/25oy,,GRMZM2G390076,Sb04g037500,PAC:18172172,Os02g57450,Bradi3g55620,http://genomevolution.org/r/25oz,GRMZM2G112240,Identical Assignment,,
prp1,8,pathogenesis-related protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=30225,X54325,chr8,-1,AC205274.3_FG001,,UTRs unannotated,http://genomevolution.org/r/25bw,,too big a gap,no synteny,no synteny,no synteny,no synteny,http://genomevolution.org/r/25bx,No Gene Identified by Maizesequence.org,NA,,
sxd1,8,sucrose export defective1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=60529,AF302187,chr5,1,GRMZM2G009785,1,Good,http://genomevolution.org/r/25dq,,no synteny,Sb04g010660,PAC:18171241,Os02g17650,Bradi3g10250,http://genomevolution.org/r/25dr,GRMZM2G009785,Identical Assignment,,
tbp2,8,TATA-binding protein2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=40430,L13302,chr5,-1,GRMZM2G161418,2,Good,http://genomevolution.org/r/25tx,,GRMZM2G149238,Sb01g012880,PAC:18191074,Os03g45410,Bradi1g13220,http://genomevolution.org/r/25ty,No Gene Identified by Maizesequence.org,NA,,
tua4,8,alpha tubulin4,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25555,X73980,chr5,-1,GRMZM2G152466,2,Good,http://genomevolution.org/r/25sh,,GRMZM2G153292,Sb01g009560,PAC:18190271,Os03g51600,Bradi1g10150,http://genomevolution.org/r/25si,No Gene Identified by Maizesequence.org,NA,,
vp10,8,viviparous10,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=30023,DQ231522,chr10,1,GRMZM2G067176,2,Good,http://genomevolution.org/r/25je,,GRMZM2G324669,Sb06g031680,PAC:18202644,Os04g56620,Bradi5g24930,http://genomevolution.org/r/25jf,No Gene Identified by Maizesequence.org,NA,,
zmm31,8,Zea mays MADS31,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=59807,AJ430640,chr5,1,GRMZM2G071620,2,Good,http://genomevolution.org/r/25jq,GRMZM2G553379,too big a gap,Sb01g007790,PAC:18191766,Os03g54160,Bradi1g08340,http://genomevolution.org/r/266a,No Gene Identified by Maizesequence.org,NA,,
bip1,7,Binding protein homolog1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=66082,U58208,chr5,-1,GRMZM2G114793,1,Good,http://genomevolution.org/r/25pa,,GRMZM2G415007,Sb04g001140,PAC:18173984,Os02g02410,Bradi3g01480,http://genomevolution.org/r/25pb,No Gene Identified by Maizesequence.org,NA,,
bx5,7,benzoxazinone synthesis5,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=40806,X81830,chr4,1,GRMZM2G063756,1,Good,http://genomevolution.org/r/25j6,GRMZM2G167549||GRMZM2G172491||GRMZM2G473480||GRMZM5G855537||GRMZM5G899181,no synteny,Sb05g026080,chr5:36758330-37504728,chr11:25708564-25959495,chr4:10814041-11469570,http://genomevolution.org/r/2661,No Gene Identified by Maizesequence.org,NA,,
d9,7,dwarf plant9,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12144,DQ903073,chr5,-1,GRMZM2G024973,2,Good,http://genomevolution.org/r/25fo,,GRMZM2G144744,Sb01g010660,PAC:18190750,Os03g49990,Bradi1g11090,http://genomevolution.org/r/25fp,No Gene Identified by Maizesequence.org,NA,,
dsc1,7,discolored kernel1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25058,AF006498,chr4,,chr4:47715993,,Not gene model,http://genomevolution.org/r/25cs,,,,,,,http://genomevolution.org/r/25ct,No Gene Identified by Maizesequence.org,NA,,
dzs18,7,delta zein structural18,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=66567,U31541,chr6,1,GRMZM2G100018,2,Good,http://genomevolution.org/r/25nm,,too big a gap,Sb10g013050,PAC:18198383,no synteny,too big a gap,http://genomevolution.org/r/26gx,No Gene Identified by Maizesequence.org,NA,,
gdh1,7,glutamic dehydrogenase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12238,AY106054,chr1,-1,GRMZM2G178415,1,Good,http://genomevolution.org/r/25vj,,GRMZM2G130542,Sb01g005370,PAC:18193575,Os03g58040,Bradi1g05680,http://genomevolution.org/r/26ib,GRMZM2G178415,Identical Assignment,,
gln3,7,glutamine synthetase3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=61717,X65930,chr9,1,GRMZM2G046601,2,Good,http://genomevolution.org/r/25ho,GRMZM5G887009,too big a gap,Sb01g042450,PAC:18195278,Os03g12290,Bradi1g69530,http://genomevolution.org/r/265a,No Gene Identified by Maizesequence.org,NA,,
grf1,7,general regulatory factor1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25987,AY110485,chr2,-1,GRMZM2G102499,1,Good,http://genomevolution.org/r/25o0,,GRMZM5G872368,Sb06g019100,PAC:18204934,Os04g38870,Bradi5g12510,http://genomevolution.org/r/25o1,GRMZM2G034876,Different Assignment,http://genomevolution.org/r/26jt,"Two independent GenBank records match the gene we identified as grf1 and not the gene identified by maizesequence.org. Our gene is on the correct chromosome according the maizegdb, the maizesequence.org gene is not."
in1,7,intensifier1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12343,U57899,chr7,1,GRMZM2G042733,1,Good,http://genomevolution.org/r/25hk,,too big a gap,Sb02g006390,PAC:18184572,Os07g11020,Bradi1g54070,http://genomevolution.org/r/26fs,No Gene Identified by Maizesequence.org,NA,,
lhcb3,7,light harvesting chlorophyll a/b binding protein3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12106,X55892,chr8,-1,GRMZM2G155216,2,Good,http://genomevolution.org/r/25t1,,GRMZM2G402936,Sb09g028720,PAC:18169383,chr5:28058352-28684191,Bradi2g16290,http://genomevolution.org/r/26ht,No Gene Identified by Maizesequence.org,NA,,
ms45,7,male sterile45,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=104485,AF360356,chr9,,GRMZM2G307906,2,CDS wrong,http://genomevolution.org/r/25w1,,GRMZM2G100620,Sb01g040250,PAC:18194605,Os03g15700,Bradi1g67320,http://genomevolution.org/r/25w2,No Gene Identified by Maizesequence.org,NA,,
ole1,7,oleosin1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=65609,U13701,chr2,1,GRMZM2G337229,1,Good,http://genomevolution.org/r/25wr,,no synteny,Sb06g024350,PAC:18205041,Os04g46200,Bradi5g17470,http://genomevolution.org/r/25ws,No Gene Identified by Maizesequence.org,NA,,
psei1,7,cystatin1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=30122,AM055630,chr3,-1,GRMZM2G438551,1,Good,http://genomevolution.org/r/25yv,GRMZM5G858738,GRMZM2G012160,Sb03g037370,PAC:18175081,Os01g58890,Bradi2g52670,http://genomevolution.org/r/26dn,No Gene Identified by Maizesequence.org,NA,,
rtcs1,7,rootless concerning crown and seminal roots1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=114025,EF051732,chr1,-1,GRMZM2G092542,1,Good,http://genomevolution.org/r/25mu,GRMZM2G092483,AC149818.2_FG009,Sb01g046990,PAC:18195454,Os03g05510,Bradi1g75110,http://genomevolution.org/r/25mv,No Gene Identified by Maizesequence.org,NA,,
rth1,7,roothair defective1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=60513,AY265854,chr1,1,GRMZM2G099056,1,Good,http://genomevolution.org/r/25ni,,too big a gap,Sb01g014290,PAC:18195388,Os03g42750,Bradi1g14450,http://genomevolution.org/r/25nj,No Gene Identified by Maizesequence.org,NA,,
sod9,7,superoxide dismutase9,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=56998,X17564,chr9,-1,GRMZM2G058522,2,Good,http://genomevolution.org/r/25iq,,GRMZM2G169890,Sb01g035350,PAC:18195462,Os03g22810,chr1:61573209-62431857,http://genomevolution.org/r/26g1,No Gene Identified by Maizesequence.org,NA,,
tha1,7,thylakoid assembly1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=26005,U71123,chr3,,chr3:58008644,,No gene model,http://genomevolution.org/r/25cq,,,,,,,http://genomevolution.org/r/25cr,No Gene Identified by Maizesequence.org,NA,,
tlk1,7,tousled-like protein kinase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=64598,AY644701,chr1,-1,GRMZM2G016671,1,Good,http://genomevolution.org/r/25es,,GRMZM2G172132,Sb01g008020,PAC:18191278,Os03g53880,Bradi1g08540,http://genomevolution.org/r/25et,No Gene Identified by Maizesequence.org,NA,,
tub2,7,beta tubulin2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=24944,X52879,chr8,-1,GRMZM2G334899,2,Good,http://genomevolution.org/r/25wn,,chr6:146364888-147183781,Sb09g020360,PAC:18170502,Os05g34170,Bradi2g25370,http://genomevolution.org/r/26ig,No Gene Identified by Maizesequence.org,NA,,
tub4,7,beta tubulin4,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=56925,X74655,chr5,-1,GRMZM2G066191,2,Good,http://genomevolution.org/r/25jc,,GRMZM2G108766,Sb01g012740,PAC:18191607,Os03g45920,Bradi1g13090,http://genomevolution.org/r/25jd,No Gene Identified by Maizesequence.org,NA,,
arpp2a,6,acidic ribosomal protein P2a,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=82408,X86553,chr8,1,GRMZM2G119809,2,Good,http://genomevolution.org/r/25q0,GRMZM2G102891||GRMZM2G105712,too big a gap,Sb09g029390,chr9:28549175-29341996,chr5:28584191-29087363,chr2:13738715-13934375,http://genomevolution.org/r/269b,No Gene Identified by Maizesequence.org,NA,,
bx2,6,benzoxazinone synthesis2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=40807,X81831,chr4,1,GRMZM2G085661,1,Good,http://genomevolution.org/r/25li,,no synteny,Sb05g026080,chr5:36473532-37504728,Os11g41710,chr4:10814041-11688511,http://genomevolution.org/r/2674,No Gene Identified by Maizesequence.org,NA,,
bx3,6,benzoxazinone synthesis3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=40805,X81829,chr4,-1,GRMZM2G167549,1,Good,http://genomevolution.org/r/25uf,GRMZM2G172491||GRMZM2G473480||GRMZM5G855537||GRMZM5G899181,no synteny,Sb05g026065,chr5:36758330-37504728,chr11:25708564-25959495,chr4:10814041-11469570,http://genomevolution.org/r/26bh,No Gene Identified by Maizesequence.org,NA,,
elfa1,6,elongation factor alpha1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=62148,M95072,chr6,-1,AC233866.1_FG006,1,Can't proof,http://genomevolution.org/r/25ca,GRMZM5G859846||GRMZM5G896006,no synteny,too big a gap,too big a gap,chr5:16888752-17955366,chr2:26261030-27198490,http://genomevolution.org/r/262r,No Gene Identified by Maizesequence.org,NA,,
fgs1,6,ferredoxin-dependent glutamate synthase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=65574,M59190,chr7,-1,GRMZM2G036609,1,Good,http://genomevolution.org/r/25h2,,chr2:214961586-215696334,Sb02g041740,PAC:18181877,Os07g46460,Bradi1g19080,http://genomevolution.org/r/26fo,GRMZM2G036609,Identical Assignment,,
fie2,6,fertilization independent endosperm2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=754920,AY061965,chr10,-1,GRMZM2G148924,1,Good,http://genomevolution.org/r/25s9,,GRMZM2G118205,Sb07g002820,PAC:18187686,Os08g04290,Bradi3g14510,http://genomevolution.org/r/25sa,GRMZM2G148924,Identical Assignment,,
grp1,6,glycine-rich protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25827,X61121,chr1,-1,GRMZM2G080603,1,Good,http://genomevolution.org/r/25km,GRMZM5G836166,no synteny,too big a gap,no synteny,no synteny,no synteny,http://genomevolution.org/r/25kn,No Gene Identified by Maizesequence.org,NA,,
hyp1,6,hybrid proline-rich protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25970,X60432,chr9,1,GRMZM2G304378,1,Good,http://genomevolution.org/r/25vv,GRMZM2G304385,too big a gap,Sb10g004790,chr10:4284199-4850277,Os06g07220,Bradi1g48160,http://genomevolution.org/r/26ie,GRMZM2G304378,Identical Assignment,,
lhcb2,6,light harvesting chlorophyll a/b binding protein2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25702,X14794,chr7,-1,AC207722.2_FG009,1,Good,http://genomevolution.org/r/25c2,GRMZM2G353753,too big a gap,Sb02g032040,PAC:18183417,no synteny,Bradi4g37210,http://genomevolution.org/r/26ey,No Gene Identified by Maizesequence.org,NA,,
lox3,6,lipoxygenase3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1160713,AF465643,chr1,1,GRMZM2G109130,1,Good,http://genomevolution.org/r/25oi,,GRMZM2G102760,Sb01g011040,PAC:18195057,Os03g49260,Bradi1g11680,http://genomevolution.org/r/268k,No Gene Identified by Maizesequence.org,NA,,
mha2,6,plasma-membrane H+ATPase2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=104276,X85805,chr2,-1,GRMZM2G019404,1,Good,http://genomevolution.org/r/25fe,GRMZM2G314079,GRMZM2G006894,Sb06g031240,PAC:18204901,Os04g56160,Bradi5g24690,http://genomevolution.org/r/25ff,GRMZM2G019404,Identical Assignment,,
mlg3,6,lea protein group3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=78911,U05226,chr6,1,GRMZM2G096475,1,Good,http://genomevolution.org/r/25n2,,too big a gap,Sb09g027110,PAC:18168121,Os05g46480,Bradi2g18100,http://genomevolution.org/r/25n3,No Gene Identified by Maizesequence.org,NA,,
mrp1,6,Myb related protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=175392,AJ318518,chr8,-1,GRMZM2G111306,2,Good,http://genomevolution.org/r/25oq,,GRMZM2G030403,too big a gap,no synteny,chr5:1836622-2596437,too big a gap,http://genomevolution.org/r/26h5,No Gene Identified by Maizesequence.org,NA,,
nac1,6,NaCl stress protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=64622,T14760,chr10,-1,GRMZM2G015605,1,Good,http://genomevolution.org/r/25em,,chr8:128378668-129437620,Sb09g003060,PAC:18169177,Os05g04700,Bradi2g36770,http://genomevolution.org/r/26fb,No Gene Identified by Maizesequence.org,NA,,
sal1,6,supernumerary aleurone1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=886495,AY243475,chr9,-1,GRMZM2G117935,1,Good,http://genomevolution.org/r/25pq,,GRMZM2G701024,Sb10g025200,PAC:18196712,Os06g43590,too big a gap,http://genomevolution.org/r/26ha,GRMZM2G117935,Identical Assignment,,
stc1,6,sesquiterpene cyclase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=484833,AF296122,chr9,1,GRMZM2G177098,1,Good,http://genomevolution.org/r/25vf,GRMZM2G177211,GRMZM2G030583,Sb10g006160,PAC:18198687,chr6:4114082-4703565,Bradi1g46840,http://genomevolution.org/r/26i9,No Gene Identified by Maizesequence.org,NA,,
tua5,6,alpha tubulin5,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25557,X63177,chr2,1,GRMZM2G099167,2,Good,http://genomevolution.org/r/25nk,GRMZM2G333258,too big a gap,Sb02g037260,PAC:18181282,Os07g38730,Bradi1g23770,http://genomevolution.org/r/26gw,GRMZM2G099167,Identical Assignment,,
tua6,6,alpha tubulin6,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25559,X63178,chr7,1,GRMZM2G083243,1,Good,http://genomevolution.org/r/25ky,GRMZM2G083590,too big a gap,Sb02g037260,PAC:18181282,Os07g38730,Bradi1g23770,http://genomevolution.org/r/26gd,GRMZM2G083243,Identical Assignment,,
tub6,6,beta tubulin6,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=9018109,L10633,chr3,-1,GRMZM2G071790,1,Good,http://genomevolution.org/r/25ju,GRMZM5G857152,GRMZM2G172932,Sb03g037490,PAC:18176615,Os01g59150,Bradi2g52790,http://genomevolution.org/r/25jv,No Gene Identified by Maizesequence.org,NA,,
zfl2,6,Zea floricaula leafy2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=41310,AY179881,chr2,-1,GRMZM2G180190,1,Good,http://genomevolution.org/r/25vp,,GRMZM2G098813,Sb06g027340,PAC:18205732,Os04g51000,Bradi5g20340,http://genomevolution.org/r/25vq,No Gene Identified by Maizesequence.org,NA,,
akh2,5,aspartate kinase homoserine dehydrogenase2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=66611,L33913,chr2,-1,GRMZM2G104546,2,Good,http://genomevolution.org/r/25o6,,too big a gap,Sb02g019450,PAC:18180944,no synteny,Bradi4g27450,http://genomevolution.org/r/25o7,No Gene Identified by Maizesequence.org,NA,,
ant2,5,adenine nucleotide translocator2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12051,X15712,chr4,1,GRMZM2G135186,2,Good,http://genomevolution.org/r/25r2,,GRMZM5G837108,Sb04g029750,PAC:18173089,Os02g48720,chr3:56201835-56506183,http://genomevolution.org/r/25r3,No Gene Identified by Maizesequence.org,NA,,
atp1,5,ATPase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=24867,M95063,chr3,1,GRMZM2G101020,2,Good,http://genomevolution.org/r/25no,,GRMZM2G028432,Sb08g004390,PAC:18189481,Os12g07140,Bradi4g41560,http://genomevolution.org/r/26gy,No Gene Identified by Maizesequence.org,NA,,
bx4,5,benzoxazinone synthesis4,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=114044,X81827,chr4,-1,GRMZM2G172491,1,Good,http://genomevolution.org/r/25v5,GRMZM2G473480||GRMZM5G855537||GRMZM5G899181,no synteny,Sb05g026065,chr5:36758330-37504728,chr11:25708564-25959495,chr4:10814041-11469570,http://genomevolution.org/r/26bu,No Gene Identified by Maizesequence.org,NA,,
caf2,5,crs2 associated factor2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=886551,AY264369,chr3,1,AC199526.5_FG003,1,Good,http://genomevolution.org/r/25bs,,no synteny,Sb03g013160,too big a gap,Os01g21990,Bradi2g12140,http://genomevolution.org/r/262j,No Gene Identified by Maizesequence.org,NA,,
ccp2,5,cysteine protease2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=112838,X99936,chr7,1,GRMZM2G038636,1,Good,http://genomevolution.org/r/25h6,,GRMZM5G820822,Sb02g025920,PAC:18181690,Os09g27030,Bradi4g31440,http://genomevolution.org/r/26fp,No Gene Identified by Maizesequence.org,NA,,
crs2,5,chloroplast RNA splicing2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=106358,AF225708,chr8,1,GRMZM2G132021,2,Good,http://genomevolution.org/r/25qu,,GRMZM2G060887,Sb03g007130,PAC:18178350,Os01g04130,Bradi2g02200,http://genomevolution.org/r/26hg,No Gene Identified by Maizesequence.org,NA,,
cyc1,5,cyclin1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=86023,U10078,chr8,-1,GRMZM2G034647,2,Good,http://genomevolution.org/r/25go,GRMZM5G804421,too big a gap,Sb09g024180,PAC:18168868,Os05g41390,Bradi2g21330,http://genomevolution.org/r/26fm,GRMZM2G034647,Identical Assignment,,
cyc4b,5,cyclin4,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=86025,U10079,chr8,1,GRMZM2G310115,2,Good,http://genomevolution.org/r/25w3,,GRMZM2G072853,Sb03g037470,PAC:18179550,Os01g59130,Bradi2g52770,http://genomevolution.org/r/25w4,No Gene Identified by Maizesequence.org,NA,,
fer2,5,ferritin homolog2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25286,X61392,,,GRMZM2G147266,1,CDS wrong|real gene is annotated as only 3' UTR,http://genomevolution.org/r/25s7,GRMZM2G066165||GRMZM5G854762,no synteny,too big a gap,no synteny,no synteny,Bradi4g44860,http://genomevolution.org/r/26ae,No Gene Identified by Maizesequence.org,NA,,
